TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
13,105.7,68,72,61,67,72,70,70,72,55,73,64,70,63,70,70,73,66,67,61,69,67,70,69,68,71
14,105.9,68,73,60,67,72,67,70,73,55,73,65,70,64,70,70,71,66,68,64,69,68,70,70,69,71
15,106.7,69,73,60,67,70,68,70,71,55,72,65,70,68,70,70,69,66,67,64,70,68,70,70,69,71
16,117.0,68,73,56,63,68,66,69,68,55,72,66,72,63,70,70,70,64,68,64,70,68,70,70,69,69
17,134.0,64,67,52,60,66,68,69,68,56,70,66,70,63,71,70,70,61,68,64,69,68,68,69,68,69
18,137.1,60,62,50,57,64,68,70,66,52,68,64,66,63,70,70,67,57,68,64,70,69,70,68,68,67
19,134.9,57,69,50,55,63,69,68,65,52,67,61,63,63,71,66,64,56,68,61,66,69,68,63,66,67
20,131.0,55,70,49,55,61,69,66,63,48,66,58,59,61,70,63,61,55,63,57,64,69,66,59,63,66
21,122.3,55,68,47,55,59,68,64,62,45,62,56,57,59,70,61,60,54,63,57,61,69,64,59,60,61
22,109.5,55,61,46,55,57,67,60,59,45,62,55,57,55,70,59,60,54,61,55,60,68,63,58,58,61
23,96.1,55,61,45,53,59,66,59,57,37,60,54,57,53,70,58,59,52,60,55,59,67,62,58,58,59
00,86.2,55,61,38,52,59,63,58,59,36,59,54,55,51,60,56,62,52,58,54,58,67,61,58,57,59
01,81.9,54,61,37,52,57,59,57,59,38,59,53,55,49,60,55,61,52,57,45,61,61,57,57,56,58
02,79.8,52,61,37,51,55,57,60,57,38,59,48,55,47,61,54,59,48,59,43,61,60,59,56,57,58
03,80.5,50,60,37,49,54,59,60,55,37,58,45,54,45,63,55,57,46,59,43,59,60,57,53,54,58
04,84.7,52,61,37,46,54,59,59,54,37,55,43,48,43,62,48,54,45,57,43,57,59,57,53,48,57
05,96.8,48,59,36,43,54,59,56,54,37,55,41,45,41,61,46,53,43,55,43,54,58,55,53,47,51
06,123.6,46,49,36,42,54,57,55,54,32,54,40,45,41,59,45,53,43,54,43,54,58,52,47,45,47
07,131.1,45,48,34,42,53,57,55,54,32,49,42,45,37,58,45,53,45,54,41,54,48,48,45,44,47
08,127.1,46,48,35,45,52,48,53,49,31,48,44,46,41,58,47,54,45,54,43,55,45,48,47,46,47
09,126.5,50,54,37,46,53,46,49,51,32,49,46,48,43,57,50,53,46,55,45,52,46,50,50,48,48
10,123.7,52,54,38,50,54,50,50,53,32,52,46,50,45,54,51,54,50,52,45,53,46,52,52,50,50
11,120.2,54,54,38,51,54,50,53,54,34,53,48,52,48,53,52,54,52,52,46,54,48,54,53,51,53
12,114.5,54,55,39,53,55,53,52,56,34,55,50,52,48,52,54,55,52,52,46,55,50,55,55,53,54
13,110.2,54,55,39,53,55,52,54,56,31,55,49,52,48,53,55,56,52,55,45,56,50,55,55,53,54
14,109.0,54,55,37,53,55,51,54,57,41,56,48,52,46,54,54,56,50,55,43,56,51,54,55,54,54
15,112.3,54,55,35,50,55,51,53,56,38,55,47,52,45,53,52,56,48,53,43,55,49,54,54,52,52
16,124.4,50,54,32,47,53,48,52,53,25,52,43,48,41,50,49,52,43,52,37,54,47,52,51,50,49
17,154.0,44,48,30,43,50,47,51,49,25,50,40,46,37,50,46,50,39,51,36,51,46,48,47,46,45
18,165.1,43,48,31,40,45,45,50,44,25,47,39,43,37,50,43,49,37,49,36,51,44,46,42,45,44
19,167.5,41,45,31,38,45,46,48,45,25,46,36,41,36,49,41,45,36,51,36,46,43,45,43,42,43
20,170.7,39,43,31,36,45,45,45,44,25,44,35,39,36,49,39,45,34,49,34,45,43,43,42,40,41
21,170.8,36,39,30,34,43,44,43,42,25,43,31,37,34,48,37,44,30,48,34,45,42,41,40,38,39
22,167.3,36,39,30,32,41,43,41,40,25,40,32,37,32,49,36,42,30,44,34,43,41,39,39,37,37
23,159.1,44,37,30,32,40,42,40,39,25,38,31,36,32,48,33,38,29,42,36,41,40,37,36,36,36
00,152.6,37,37,30,30,38,41,38,37,25,37,32,32,32,48,30,39,29,40,36,39,39,36,35,34,35
01,150.2,34,37,29,29,37,40,37,35,25,36,30,30,32,48,30,38,28,38,34,37,38,36,33,32,34
02,150.4,32,37,29,28,35,39,36,35,25,35,30,30,32,45,29,36,27,37,32,36,38,34,31,31,32
03,153.5,31,36,28,27,34,39,35,33,25,34,28,28,31,44,29,34,26,36,32,34,38,34,29,30,32
04,160.2,30,36,27,30,32,38,34,33,23,33,29,30,31,43,28,33,26,36,30,33,37,30,29,30,31
05,170.4,29,32,26,27,32,37,34,31,21,32,32,28,30,42,28,32,25,34,28,33,36,30,28,28,30
06,184.9,28,30,25,26,32,36,32,31,21,31,31,28,27,42,28,32,23,35,30,32,36,30,27,27,28
07,198.2,27,32,25,27,32,36,33,33,23,31,31,28,30,42,28,34,25,36,30,34,36,32,28,29,30
08,199.4,32,36,28,33,37,39,37,37,25,36,34,32,32,44,35,37,32,39,34,37,37,36,32,34,35
09,186.0,36,39,31,38,41,41,40,41,30,40,37,37,34,45,40,41,37,42,36,40,38,37,39,38,39
10,169.8,41,39,35,42,43,42,42,43,32,42,40,41,36,46,42,44,41,43,39,43,38,41,41,40,41
11,156.0,43,41,39,44,45,43,43,44,36,43,41,43,37,47,42,45,43,44,43,45,38,43,44,42,42
12,144.2,46,43,41,45,45,44,44,46,37,44,43,45,37,46,44,47,46,46,43,46,39,43,45,43,44
13,134.9,46,45,47,47,46,44,45,47,41,45,44,46,41,46,46,48,46,47,45,47,39,45,46,44,44
14,129.2,46,45,46,47,46,44,45,47,41,45,45,46,41,45,46,48,48,45,46,47,39,45,47,45,44
15,131.1,55,45,45,47,46,43,45,47,37,46,45,48,41,43,46,48,48,44,45,47,39,45,45,45,44
16,147.8,43,39,41,44,41,38,41,42,36,43,42,45,37,41,42,43,46,40,43,43,36,41,41,42,39
17,183.1,37,36,39,43,37,36,40,38,36,38,39,39,34,41,38,40,39,38,39,40,36,34,37,38,33
18,196.1,34,32,38,42,36,36,36,37,34,36,39,39,32,41,37,35,36,37,39,35,36,36,34,37,32
19,202.9,32,32,37,40,34,36,34,35,34,34,38,41,32,42,36,37,36,36,39,37,34,34,32,36,31
20,207.0,32,32,36,40,32,35,33,35,30,33,38,39,32,42,36,35,36,36,39,39,33,34,32,35,30
21,205.9,32,32,36,40,34,35,38,35,32,33,38,39,32,41,35,35,36,38,39,39,32,34,32,34,30
22,199.4,32,32,36,40,36,34,38,37,32,32,36,39,34,41,36,36,36,38,37,39,33,32,33,35,30
23,189.6,32,32,34,38,37,32,38,36,32,35,37,39,32,42,36,37,34,39,37,40,33,34,32,37,32
00,179.8,32,32,32,37,37,33,38,36,30,34,37,39,32,42,36,38,32,40,37,40,32,34,32,36,33
01,174.2,32,32,30,36,37,32,38,36,30,35,36,37,32,44,37,38,30,41,36,37,32,34,33,36,32
02,171.9,30,32,29,34,34,31,38,34,30,35,34,36,32,45,37,38,28,40,36,37,33,34,34,37,32
03,172.2,28,32,28,34,36,32,38,34,30,35,32,34,32,47,33,37,27,42,32,38,33,34,30,35,33
04,174.3,27,32,27,28,36,34,38,32,30,33,31,32,32,48,31,36,27,42,32,38,36,32,28,32,30
05,179.9,27,28,27,28,36,36,38,32,28,33,31,30,30,48,30,37,27,42,34,36,35,30,31,30,28
06,191.5,28,28,28,34,36,38,36,34,28,32,32,30,28,48,30,35,25,41,30,35,33,30,30,30,28
07,205.4,30,30,32,29,37,38,38,35,28,34,32,32,30,50,30,37,27,44,28,38,35,34,32,31,29
08,207.5,32,36,33,37,41,44,41,38,30,40,36,36,32,55,38,42,30,48,36,44,41,39,35,37,36
09,188.4,36,45,33,41,45,46,48,46,36,45,39,39,36,58,42,48,36,53,39,48,46,46,40,40,43
10,161.4,39,48,34,43,50,52,53,52,37,49,41,43,37,59,47,55,37,57,41,52,49,50,46,45,46
11,139.1,45,54,37,42,55,56,57,56,39,53,43,45,43,62,50,57,39,60,41,58,53,55,48,49,51
12,127.1,46,57,40,44,61,57,59,61,41,58,44,46,45,62,52,60,43,61,43,63,56,59,51,51,54
13,121.1,46,57,41,45,61,58,61,63,43,60,44,48,45,62,54,63,45,62,43,63,57,61,53,54,56
14,117.2,48,57,42,44,62,57,61,64,43,64,44,48,52,63,53,61,46,62,43,63,57,63,55,55,59
15,115.8,50,57,44,44,63,56,60,63,41,64,45,48,52,61,52,61,46,61,43,61,55,61,56,55,59
16,123.4,47,57,44,45,63,55,56,61,43,61,45,46,50,60,51,60,43,59,43,57,53,59,52,55,55
17,147.4,43,54,44,44,61,53,54,57,41,58,44,46,45,62,49,60,43,60,43,57,52,57,50,51,50
18,153.6,45,54,44,45,59,53,57,57,41,55,43,45,43,62,48,60,43,60,43,58,52,55,49,52,53
19,155.9,37,54,43,44,59,56,55,57,39,55,45,46,45,63,46,61,43,58,43,57,53,55,47,52,55
20,155.4,44,54,42,41,59,56,59,58,37,56,44,46,43,62,46,61,43,62,43,58,53,55,47,52,54
21,148.2,45,54,41,42,57,58,59,57,37,55,43,46,46,62,47,62,43,61,41,59,55,57,47,53,52
22,134.8,45,54,42,41,59,57,58,57,41,56,43,46,50,62,48,63,43,61,39,60,56,57,54,55,51
23,120.6,45,54,43,41,57,57,59,53,41,58,43,46,52,62,49,64,43,62,39,60,57,57,55,56,52
00,110.8,43,54,43,43,55,58,60,56,44,59,42,46,52,64,53,64,43,62,39,60,56,59,54,54,49
01,105.5,45,54,44,43,59,58,60,58,46,58,42,46,52,64,56,63,43,62,39,58,56,59,55,55,45
02,103.5,45,54,44,43,59,58,60,60,48,56,42,46,52,63,57,61,43,62,39,60,56,59,55,56,45
03,104.6,45,54,45,43,59,58,61,60,48,57,42,46,52,64,58,63,43,64,47,58,55,59,49,58,46
04,109.3,45,54,45,44,57,61,60,56,49,57,43,46,52,64,59,64,43,63,43,56,55,59,57,58,46
05,121.1,45,55,46,44,61,60,57,59,50,57,43,46,52,64,58,62,43,62,43,56,55,59,56,58,48
06,143.5,45,55,47,45,61,60,55,61,51,57,44,46,52,63,58,57,43,63,43,57,55,59,57,58,55
07,141.8,49,55,49,43,59,61,54,62,52,57,43,46,52,64,58,54,45,63,45,54,59,61,58,58,56
08,130.5,54,57,49,45,63,64,61,64,53,62,47,57,52,66,59,64,46,64,45,63,62,64,60,61,58
09,121.6,59,63,50,51,64,65,66,67,54,66,50,61,55,67,63,69,48,62,46,68,66,70,64,64,61
10,114.7,62,72,51,56,66,66,67,69,54,69,55,66,57,69,68,70,54,64,48,69,68,72,64,66,65
11,108.5,65,73,53,60,68,69,70,68,55,72,61,68,58,69,69,68,55,68,48,73,69,72,66,70,69
12,105.0,67,75,54,64,68,69,72,69,55,71,63,70,59,67,70,70,57,70,50,70,70,72,67,69,69
13,103.6,66,73,55,66,70,69,69,69,55,71,64,70,60,66,68,72,57,68,50,67,70,73,63,68,69
14,101.6,67,73,56,67,72,69,66,71,55,71,66,70,61,67,66,70,61,64,49,69,71,72,65,67,70
15,101.0,67,73,55,67,70,67,66,70,55,69,66,68,63,66,66,68,61,64,47,67,69,70,67,64,68
16,108.2,65,68,55,62,68,66,65,66,54,67,63,66,61,64,64,65,59,62,55,63,66,66,66,63,61
17,130.9,62,68,55,61,64,65,63,65,54,65,59,64,59,62,61,62,57,62,59,61,66,64,60,61,60
18,139.2,61,68,54,61,63,63,60,65,54,64,58,64,59,63,58,60,55,61,59,61,65,63,57,59,57
19,139.5,47,64,53,59,63,62,60,64,54,63,56,64,55,63,60,61,55,61,58,59,63,63,54,59,57
20,137.7,47,63,52,58,61,60,60,61,54,62,55,63,55,62,57,60,54,62,57,57,62,63,54,60,55
21,129.2,47,61,54,56,59,60,58,59,53,60,55,63,54,62,55,60,54,63,57,60,61,61,59,59,54
22,115.7,47,59,54,60,55,59,61,58,53,60,55,61,55,62,57,58,54,61,56,59,61,59,61,60,57
23,102.0,47,57,54,58,54,58,62,57,52,59,54,63,54,63,55,57,54,61,45,57,60,57,60,60,57
00,92.1,46,59,54,56,55,57,59,56,52,58,55,63,55,63,59,59,54,60,41,59,58,57,54,60,55
01,87.8,46,59,54,56,55,58,55,57,51,58,55,63,55,64,60,57,52,60,41,53,56,55,53,60,57
02,86.4,46,57,52,56,52,56,54,53,50,55,55,63,55,62,61,55,52,61,41,53,58,54,51,60,56
03,86.9,46,57,52,56,52,58,53,52,49,57,55,63,55,64,57,53,52,62,41,53,59,52,52,60,55
04,91.2,55,57,52,55,50,55,54,50,48,54,55,63,55,63,55,52,52,62,50,50,58,54,53,59,54
05,104.3,54,57,52,54,52,54,51,54,46,51,54,63,55,61,57,54,50,61,50,50,58,54,54,59,54
06,127.7,52,57,52,57,50,55,51,52,45,52,54,61,65,62,57,55,50,60,50,48,48,54,57,59,53
07,130.0,50,57,50,57,54,54,51,54,43,54,52,63,59,59,58,56,52,61,48,50,46,54,56,59,55
08,125.1,55,54,48,57,59,49,57,56,43,57,51,63,45,61,59,61,54,63,50,55,46,57,58,60,56
09,125.3,61,48,51,59,61,49,63,58,43,57,50,63,43,60,59,66,55,63,48,61,45,57,59,60,57
10,127.9,64,48,55,61,63,48,69,63,43,59,49,57,41,59,50,68,55,63,48,67,44,57,61,50,48
11,132.3,62,48,59,63,63,48,70,63,45,59,46,55,41,58,48,69,55,63,48,69,43,52,68,45,46
12,135.6,61,48,60,62,64,48,70,64,45,52,44,52,41,58,47,72,54,65,46,70,44,48,70,46,46
13,137.3,54,48,60,59,68,47,53,65,45,50,44,48,41,57,47,69,52,69,45,71,44,48,54,45,46
14,139.3,51,48,57,57,68,48,51,68,43,50,43,48,41,56,46,68,52,53,45,63,44,48,49,45,45
15,144.4,50,48,56,55,64,48,50,66,43,48,42,46,41,55,46,67,52,52,45,56,44,48,49,44,45
16,156.3,49,48,55,53,64,49,49,59,41,48,42,46,44,56,46,66,48,52,43,53,45,46,48,44,45
17,177.1,50,48,54,49,61,50,48,55,41,48,42,46,47,55,46,65,46,50,43,51,46,46,48,44,44
18,180.8,46,46,54,47,59,50,49,54,37,48,41,46,50,54,46,55,45,50,41,50,45,46,48,44,44
19,177.8,46,46,53,46,57,50,49,54,37,47,41,45,57,55,46,55,45,50,41,51,46,46,47,44,44
20,173.0,46,46,52,46,55,50,48,53,38,47,41,45,55,55,45,54,45,51,39,51,46,46,47,44,44
21,163.2,46,46,49,45,55,50,48,51,38,47,41,45,53,57,45,53,43,51,39,50,46,46,47,44,44
22,147.4,46,46,48,45,54,50,49,50,38,47,40,45,52,55,45,53,43,51,39,50,45,46,47,44,44
23,131.8,46,46,48,44,52,50,49,50,39,47,40,46,51,54,45,54,43,51,39,50,45,46,47,44,44
00,121.8,46,46,47,44,52,49,49,51,39,47,40,45,50,53,45,52,43,52,39,50,44,46,47,44,44
01,117.1,46,46,47,44,52,49,49,51,39,47,40,46,46,53,45,52,43,52,39,50,44,46,47,44,44
02,115.2,46,46,47,44,52,49,48,51,43,48,40,45,45,54,45,53,43,52,39,50,44,46,47,44,43
03,115.6,46,45,48,44,52,48,48,51,48,48,40,45,44,54,45,53,43,51,39,50,44,46,47,44,43
04,120.6,46,45,48,44,52,48,49,51,49,48,40,45,43,54,45,53,43,50,39,52,44,46,47,44,43
05,134.2,46,45,48,44,52,48,49,51,50,48,40,45,37,53,46,53,43,52,39,51,44,46,47,44,44
06,156.8,46,45,51,43,54,49,50,51,51,48,40,45,37,53,46,53,43,52,39,52,45,46,48,44,44
07,157.6,46,45,51,44,54,49,50,52,52,48,41,45,37,54,46,54,43,52,41,52,46,46,48,44,44
08,146.8,46,48,53,45,54,50,52,54,53,49,42,46,41,56,46,56,43,56,43,53,47,46,48,45,45
09,142.1,48,48,56,45,59,51,54,56,54,50,45,46,40,59,48,60,45,58,43,55,50,50,50,48,47
10,137.2,50,54,60,46,61,53,64,59,55,53,46,48,45,62,50,65,46,61,45,60,52,54,53,50,51
11,129.8,52,55,63,47,64,55,71,63,57,58,48,50,48,60,53,68,48,61,45,69,55,55,57,52,52
12,123.8,52,55,65,48,70,57,71,69,59,61,49,50,50,62,54,71,50,61,46,73,59,57,59,53,55
13,119.7,55,57,64,50,72,60,72,72,57,64,50,52,52,64,56,71,52,61,47,72,58,63,62,55,58
14,114.1,59,59,63,52,72,61,72,73,57,68,52,54,52,64,57,71,54,61,49,72,59,64,64,56,59
15,113.1,59,61,63,54,72,61,71,72,57,67,52,54,52,63,58,68,54,63,50,69,59,64,65,56,59
16,122.0,55,59,61,55,70,62,66,69,57,65,52,54,52,62,58,66,54,60,50,65,58,64,64,56,59
17,145.0,55,59,60,56,63,61,64,66,55,63,51,54,52,61,57,63,54,59,50,64,58,63,60,56,59
18,150.7,54,59,59,55,63,61,62,66,55,60,52,55,54,61,57,62,54,59,50,63,58,61,60,56,60
19,148.7,54,61,58,56,61,61,61,63,55,61,52,57,54,61,57,61,54,60,50,63,58,61,59,57,60
20,144.3,54,61,57,55,61,61,61,63,55,60,51,59,52,62,57,61,55,59,48,62,58,63,56,57,61
21,134.6,54,61,57,55,61,61,60,63,55,59,51,59,52,62,58,60,55,57,50,61,57,61,58,57,60
22,120.2,54,59,57,55,61,61,59,61,54,60,51,59,52,60,58,61,55,58,48,60,52,61,58,58,59
23,104.8,54,59,57,55,59,60,60,61,53,59,50,58,52,59,57,59,55,57,46,61,51,61,57,58,59
00,94.1,52,59,57,55,59,59,60,61,52,61,50,58,52,60,57,59,55,57,45,60,51,61,55,57,59
01,89.7,52,57,57,55,57,58,60,63,54,61,48,58,52,58,54,58,55,55,43,61,51,61,57,57,58
02,87.7,54,57,56,55,61,54,61,63,54,60,47,58,48,57,54,57,55,56,43,60,50,59,57,53,58
03,88.8,54,57,54,56,63,53,60,63,55,59,44,57,43,57,52,57,55,55,43,59,48,57,57,54,54
04,93.6,54,55,53,57,63,52,60,63,54,59,45,57,43,57,50,57,54,56,41,61,48,55,57,51,55
05,106.9,54,55,53,57,61,50,60,61,54,59,43,57,45,55,49,58,54,55,43,61,48,57,57,51,54
06,130.8,55,55,53,58,59,50,59,61,54,58,45,56,45,55,49,58,54,57,43,61,48,57,58,50,54
07,134.7,55,54,53,58,61,51,59,63,52,58,45,56,45,55,50,58,54,58,45,61,47,57,58,49,53
08,127.0,55,54,53,58,63,51,59,63,55,59,46,56,48,56,52,60,54,57,48,60,47,57,58,52,54
09,125.4,59,54,54,58,64,51,56,64,55,59,50,55,52,57,51,62,54,55,52,60,48,54,59,51,55
10,123.5,61,54,56,60,66,54,56,64,55,59,52,57,52,59,52,64,55,56,54,59,47,54,59,52,56
11,120.6,63,54,56,60,70,55,55,66,55,59,52,57,52,59,54,65,55,55,54,58,47,54,60,53,53
12,119.2,61,54,57,59,70,53,56,66,55,57,52,57,52,57,55,67,55,55,55,58,47,55,60,54,54
13,118.4,63,54,58,58,70,53,56,68,55,55,53,57,48,55,56,68,55,55,55,57,46,55,58,55,55
14,116.9,63,54,59,58,72,52,55,68,55,55,53,59,48,54,55,61,55,54,54,57,46,55,57,55,55
15,119.5,61,54,59,58,70,51,55,68,55,55,53,59,48,54,55,58,55,54,54,57,45,55,57,56,55
16,130.7,61,54,59,58,66,49,55,64,55,54,53,59,48,54,55,57,55,54,52,57,45,55,57,55,54
17,153.9,61,54,58,57,66,47,54,63,55,54,52,57,48,53,55,57,55,53,50,56,45,54,57,54,54
18,160.2,59,54,55,56,64,48,54,63,55,54,51,57,48,53,55,56,55,53,50,56,46,54,56,54,53
19,159.8,59,54,53,56,64,49,54,62,55,54,52,56,48,52,55,55,54,53,48,55,46,54,57,53,53
20,157.1,59,54,51,56,61,49,54,61,57,54,51,56,48,54,55,55,54,53,46,55,47,54,56,54,53
21,149.6,59,54,48,56,59,49,54,60,55,54,51,55,48,53,55,55,54,52,45,54,47,54,56,54,53
22,136.1,59,54,48,56,59,50,54,59,57,54,52,57,48,52,55,55,54,52,46,54,47,54,57,54,53
23,120.9,59,54,48,56,59,50,53,59,57,54,52,57,52,52,55,55,54,53,47,54,46,54,56,54,52
00,110.2,57,54,48,55,59,50,53,58,55,54,52,57,52,52,55,54,52,53,48,54,46,54,57,54,52
01,105.1,57,54,48,55,57,50,52,58,54,55,52,57,52,52,56,55,52,53,48,55,47,54,57,54,52
02,103.3,59,54,48,55,57,49,53,58,54,55,52,57,52,51,56,55,54,54,48,55,47,54,58,54,52
03,104.6,57,54,47,56,57,49,53,57,52,55,53,55,52,51,55,56,54,54,48,55,48,52,58,54,52
04,108.4,59,54,47,57,57,50,53,58,52,55,53,57,52,51,55,56,54,54,50,55,48,52,58,54,52
05,120.7,59,50,47,57,57,50,53,58,54,55,53,57,52,51,55,58,55,54,50,55,48,52,57,54,52
06,143.5,59,50,57,57,59,50,53,58,52,55,54,59,52,52,55,58,55,54,48,55,48,53,57,55,52
07,146.3,59,52,57,58,59,51,53,59,55,56,54,61,52,53,55,59,55,55,48,55,49,53,58,55,52
08,138.9,61,54,58,59,61,52,54,61,55,56,56,63,52,54,57,61,55,57,48,58,50,54,59,55,53
09,136.1,63,54,61,61,64,53,55,63,55,57,58,63,52,57,58,64,59,59,50,61,52,55,60,58,54
10,132.2,66,55,62,63,70,54,57,70,57,60,61,64,55,57,61,67,63,61,52,61,53,55,63,61,56
11,128.4,68,57,62,66,73,55,61,73,59,63,64,67,55,62,65,72,64,62,54,62,55,57,67,63,58
12,122.4,72,61,65,66,73,57,67,73,63,66,67,70,59,64,69,75,68,62,54,63,56,64,69,68,63
13,115.5,72,68,64,68,73,59,70,74,63,72,67,72,59,66,71,74,68,61,54,64,57,68,71,69,66
14,110.9,72,68,63,68,73,63,73,75,61,72,68,72,60,65,72,74,70,62,55,64,60,72,72,71,69
15,108.5,70,70,63,67,73,63,73,73,57,72,68,72,60,64,72,70,70,62,57,65,61,72,72,71,70
16,111.1,68,70,63,66,72,64,71,72,57,71,67,70,60,65,71,68,66,61,61,66,62,72,70,69,69
17,131.2,68,72,65,65,70,63,66,71,57,70,65,68,60,64,69,66,66,62,61,67,61,70,68,67,68
18,136.4,66,72,65,64,70,65,65,70,57,69,64,66,61,64,68,64,64,61,61,66,63,70,67,66,67
19,133.0,64,68,64,63,70,68,64,69,57,68,63,66,61,63,66,64,64,61,59,66,67,68,66,65,66
20,129.7,64,68,58,63,68,68,65,68,55,67,62,64,61,63,66,66,63,60,57,65,67,66,65,64,65
21,124.1,64,68,59,62,68,66,65,67,55,65,61,64,59,62,65,65,63,59,61,65,67,66,64,62,64
22,116.2,63,64,57,61,66,65,64,66,55,64,60,63,59,61,64,64,63,59,61,63,66,64,63,62,63
23,105.4,63,63,54,61,64,64,63,65,55,63,59,63,59,61,63,63,61,58,61,62,65,64,62,60,62
00,94.7,63,63,54,61,64,64,61,64,54,62,58,61,55,61,62,62,61,58,59,60,64,63,61,59,60
01,88.9,63,61,53,61,64,62,61,63,54,61,55,63,54,62,61,62,61,57,61,60,63,61,59,59,60
02,86.0,63,59,52,62,63,62,61,63,52,58,55,61,52,61,60,61,63,58,61,60,60,63,57,58,59
03,85.6,63,59,50,62,63,61,60,62,52,58,55,61,52,61,59,61,63,58,61,59,50,61,60,56,59
04,87.2,61,59,51,62,63,60,59,61,52,58,54,61,47,60,55,61,63,57,57,58,50,61,61,54,58
05,91.5,59,57,51,62,63,59,60,61,52,58,54,57,53,60,54,62,61,57,48,59,48,61,62,53,55
06,100.0,61,55,51,62,63,57,58,61,48,57,51,57,58,59,54,61,59,57,48,60,50,57,62,54,53
07,108.3,61,57,52,61,63,55,59,62,48,57,52,54,64,59,54,61,55,57,46,60,50,57,61,55,55
08,119.0,63,57,52,62,63,54,61,63,48,60,53,55,69,60,57,63,57,59,48,62,48,61,62,55,56
09,125.2,64,57,55,64,64,54,64,65,52,61,54,59,58,62,58,64,64,62,52,66,48,61,64,57,58
10,124.5,68,55,57,66,68,53,66,69,52,63,54,63,54,59,59,66,64,67,54,69,49,63,69,58,59
11,122.0,70,55,56,66,72,53,67,71,54,65,57,66,53,59,60,70,64,66,55,71,46,63,71,59,60
12,119.7,68,55,56,65,73,51,69,71,55,70,57,66,53,58,62,71,64,66,55,72,46,63,73,61,60
13,118.5,68,55,57,64,73,50,71,73,55,68,56,64,52,60,59,73,63,63,55,73,45,63,71,60,61
14,119.1,64,55,57,63,73,50,71,72,54,68,56,63,52,57,58,73,63,64,55,73,45,61,69,58,59
15,124.7,64,54,54,62,72,49,65,70,54,63,56,63,48,56,57,72,63,63,55,67,44,55,62,56,56
16,136.3,63,52,54,63,72,47,60,64,52,59,55,63,46,55,57,67,63,59,55,66,44,54,62,55,53
17,156.3,61,48,52,61,64,48,57,63,54,58,52,61,43,54,55,65,63,56,52,63,43,52,61,54,51
18,158.2,61,48,52,61,64,48,54,60,48,57,51,57,43,54,54,64,61,55,50,56,43,48,61,53,49
19,157.6,61,48,51,60,64,47,53,61,48,56,50,55,43,54,53,63,61,54,48,55,43,48,60,51,47
20,156.1,61,48,50,59,63,47,52,61,48,53,52,55,50,54,53,60,57,54,50,56,43,48,59,50,46
21,151.5,61,45,50,59,61,46,52,59,46,53,51,55,54,54,52,58,55,53,48,56,42,48,59,49,46
22,144.5,59,45,50,59,59,46,51,59,45,52,52,55,53,53,51,58,57,53,48,56,42,48,58,49,46
23,133.8,59,45,51,59,59,46,51,58,45,51,51,57,52,53,51,58,57,52,46,55,44,48,57,49,46
00,124.7,59,46,51,59,59,46,51,58,46,52,50,57,48,53,52,58,57,52,46,55,44,48,57,49,46
01,117.9,59,48,53,59,59,47,51,57,48,54,45,57,44,55,52,58,57,53,45,55,44,48,57,50,47
02,115.0,52,48,55,59,59,48,52,58,48,55,46,59,43,56,51,58,59,54,43,55,45,52,58,50,47
03,113.5,60,48,54,62,59,50,52,58,52,55,44,61,41,56,51,58,61,57,43,55,46,52,58,51,49
04,113.2,61,48,52,62,59,52,54,59,48,55,42,63,40,57,52,59,60,58,43,55,47,54,58,55,49
05,115.8,63,48,49,62,63,54,55,60,46,57,42,63,41,58,57,61,59,58,45,57,48,54,60,58,54
06,121.9,63,54,45,61,63,54,57,62,39,57,41,53,37,60,59,62,55,59,43,60,49,55,61,59,55
07,131.6,69,55,42,59,64,55,60,64,39,59,40,48,36,63,49,62,55,61,43,62,52,57,63,49,57
08,145.1,61,57,40,56,64,59,63,65,36,62,41,46,36,64,43,63,54,61,45,64,50,61,63,43,51
09,149.2,59,46,41,56,64,60,64,64,45,61,42,48,36,64,44,66,52,61,46,64,48,58,59,42,46
10,144.5,59,45,41,54,64,61,65,64,47,59,48,52,37,63,47,65,52,61,48,64,46,55,58,45,45
11,135.9,59,48,41,54,64,54,61,62,49,55,52,55,43,62,51,65,54,61,48,63,42,50,56,49,48
12,130.4,59,54,40,56,64,50,58,61,49,52,52,55,52,61,55,66,54,61,48,62,42,52,56,52,51
13,125.6,59,54,39,56,63,50,55,60,48,53,52,55,52,58,57,65,54,60,45,60,44,52,59,55,52
14,120.7,59,55,37,54,63,52,55,61,45,55,49,55,55,55,56,61,50,59,43,58,47,54,60,57,54
15,119.6,49,54,36,50,61,52,54,56,42,55,46,52,48,53,53,61,45,57,41,57,48,54,59,54,54
16,128.1,52,54,33,45,59,48,52,57,32,52,42,48,43,52,49,59,43,55,37,53,47,48,56,50,54
17,153.8,46,48,31,40,55,46,48,53,33,51,38,45,37,51,45,57,40,53,36,51,43,50,51,47,50
18,164.5,43,48,29,39,55,48,45,54,33,50,37,41,36,51,43,57,38,53,36,49,43,48,47,43,46
19,170.0,41,43,28,38,54,44,48,51,40,47,36,39,36,52,41,55,36,52,34,50,44,45,44,41,42
20,175.0,48,39,27,37,51,40,47,55,37,45,35,37,36,52,40,52,34,53,32,48,42,43,41,39,41
